model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
modeloespecifico,full_ols_av,bid_type:regular,-0.86,-2.64,1.02,0.26,50
full_ols_av,modeloespecifico,pooled,-0.62,-2.14,0.8,0.48,50
full_ols_av,modeloespecifico,suit,-0.7174,-2.2174,0.6957,0.4565,46
full_ols_av,modeloespecifico,low,0.5,-8.0,5.5,0.75,4
full_ols_av,modeloespecifico,bid_type:regular,-0.62,-2.14,0.8,0.48,50
modeloespecifico,stricthellraiser,pooled,3.4,1.18,5.66,0.5,50
modeloespecifico,stricthellraiser,suit,3.4,1.18,5.66,0.5,50
modeloespecifico,stricthellraiser,bid_type:regular,3.4,1.18,5.66,0.5,50
stricthellraiser,modeloespecifico,pooled,-6.5,-8.48,-4.54,0.26,50
stricthellraiser,modeloespecifico,suit,-6.5,-8.48,-4.54,0.26,50
stricthellraiser,modeloespecifico,bid_type:regular,-6.5,-8.48,-4.54,0.26,50
modeloespecifico,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
modeloespecifico,rankthetank,suit,10.46,8.7195,11.94,0.9,50
modeloespecifico,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,modeloespecifico,pooled,-11.34,-12.48,-9.96,0.06,50
rankthetank,modeloespecifico,suit,-11.34,-12.48,-9.96,0.06,50
rankthetank,modeloespecifico,bid_type:regular,-11.34,-12.48,-9.96,0.06,50
modeloespecifico,anchor_hybrid_r0_full,pooled,-1.18,-2.5,0.18,0.36,50
modeloespecifico,anchor_hybrid_r0_full,suit,-1.0227,-2.4545,0.4318,0.3864,44
modeloespecifico,anchor_hybrid_r0_full,high,-6.0,-8.0,-4.0,0.0,3
modeloespecifico,anchor_hybrid_r0_full,low,1.3333,-2.0,6.0,0.3333,3
modeloespecifico,anchor_hybrid_r0_full,bid_type:regular,-1.18,-2.5,0.18,0.36,50
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.86,-2.36,0.68,0.42,50
anchor_hybrid_r0_full,modeloespecifico,suit,-1.3409,-2.7955,0.1818,0.3636,44
anchor_hybrid_r0_full,modeloespecifico,high,6.0,6.0,6.0,1.0,1
anchor_hybrid_r0_full,modeloespecifico,low,2.0,-6.0,7.6,0.8,5
anchor_hybrid_r0_full,modeloespecifico,bid_type:regular,-0.86,-2.36,0.68,0.42,50
selected_two_stage_av,selected_two_stage_av,pooled,-0.16,-1.48,1.12,0.48,50
selected_two_stage_av,selected_two_stage_av,suit,0.0833,-1.3056,1.3333,0.5,36
selected_two_stage_av,selected_two_stage_av,high,-6.0,-6.0,-6.0,0.0,1
selected_two_stage_av,selected_two_stage_av,low,-0.3846,-3.7692,2.7692,0.4615,13
selected_two_stage_av,selected_two_stage_av,bid_type:regular,-0.16,-1.48,1.12,0.48,50
selected_two_stage_av,gbt_av,pooled,-1.12,-3.16,1.08,0.32,50
selected_two_stage_av,gbt_av,suit,-0.0476,-3.2381,3.3333,0.381,21
selected_two_stage_av,gbt_av,high,-1.0714,-4.2857,2.7857,0.2857,14
selected_two_stage_av,gbt_av,low,-2.6667,-6.6,1.4,0.2667,15
selected_two_stage_av,gbt_av,bid_type:regular,-1.12,-3.16,1.08,0.32,50
gbt_av,selected_two_stage_av,pooled,-1.08,-3.26,0.98,0.62,50
gbt_av,selected_two_stage_av,suit,-0.875,-3.9167,1.9583,0.6667,24
gbt_av,selected_two_stage_av,high,-6.8333,-11.3333,-1.6667,0.1667,6
gbt_av,selected_two_stage_av,low,0.4,-3.05,3.6,0.7,20
gbt_av,selected_two_stage_av,bid_type:regular,-1.08,-3.26,0.98,0.62,50
selected_two_stage_av,constrained_ols_av,pooled,-0.8,-1.8,0.24,0.36,50
selected_two_stage_av,constrained_ols_av,suit,-1.0588,-2.2353,0.1176,0.3824,34
selected_two_stage_av,constrained_ols_av,high,-4.0,-6.0,-2.0,0.0,3
selected_two_stage_av,constrained_ols_av,low,0.6154,-1.3846,2.9231,0.3846,13
selected_two_stage_av,constrained_ols_av,bid_type:regular,-0.8,-1.8,0.24,0.36,50
constrained_ols_av,selected_two_stage_av,pooled,1.06,-0.12,2.3,0.48,50
constrained_ols_av,selected_two_stage_av,suit,1.4,0.0667,2.8,0.5333,30
constrained_ols_av,selected_two_stage_av,high,-1.0,-5.0,3.5,0.25,4
constrained_ols_av,selected_two_stage_av,low,0.9375,-1.375,3.5625,0.4375,16
constrained_ols_av,selected_two_stage_av,bid_type:regular,1.06,-0.12,2.3,0.48,50
selected_two_stage_av,selected_ols_av,pooled,-0.14,-1.28,0.96,0.46,50
selected_two_stage_av,selected_ols_av,suit,-0.0811,-1.3514,1.1892,0.5135,37
selected_two_stage_av,selected_ols_av,high,-2.0,-6.0,2.0,0.5,2
selected_two_stage_av,selected_ols_av,low,0.0,-2.0,2.5455,0.2727,11
selected_two_stage_av,selected_ols_av,bid_type:regular,-0.14,-1.28,0.96,0.46,50
selected_ols_av,selected_two_stage_av,pooled,-0.36,-1.7,0.92,0.46,50
selected_ols_av,selected_two_stage_av,suit,0.2857,-1.1429,1.7143,0.5357,28
selected_ols_av,selected_two_stage_av,high,-4.0,-6.0,-2.0,0.0,3
selected_ols_av,selected_two_stage_av,low,-0.7368,-3.4211,1.8421,0.4211,19
selected_ols_av,selected_two_stage_av,bid_type:regular,-0.36,-1.7,0.92,0.46,50
selected_two_stage_av,full_ols_av,pooled,-1.78,-2.92,-0.5,0.22,50
selected_two_stage_av,full_ols_av,suit,-2.2955,-3.4318,-0.9767,0.1818,44
selected_two_stage_av,full_ols_av,low,2.0,-1.0,5.6667,0.5,6
selected_two_stage_av,full_ols_av,bid_type:regular,-1.78,-2.92,-0.5,0.22,50
full_ols_av,selected_two_stage_av,pooled,0.94,-0.4405,2.24,0.6,50
full_ols_av,selected_two_stage_av,suit,0.7143,-0.8101,2.0238,0.6429,42
full_ols_av,selected_two_stage_av,high,-2.0,-4.0,0.0,0.0,2
full_ols_av,selected_two_stage_av,low,3.5,-1.0,8.1667,0.5,6
full_ols_av,selected_two_stage_av,bid_type:regular,0.94,-0.4405,2.24,0.6,50
selected_two_stage_av,stricthellraiser,pooled,-0.72,-2.48,1.12,0.34,50
selected_two_stage_av,stricthellraiser,suit,-0.1282,-1.8462,1.7179,0.2821,39
selected_two_stage_av,stricthellraiser,high,-4.0,-13.0,5.0,0.5,4
selected_two_stage_av,stricthellraiser,low,-2.1429,-8.0,3.8571,0.5714,7
selected_two_stage_av,stricthellraiser,bid_type:regular,-0.72,-2.48,1.12,0.34,50
stricthellraiser,selected_two_stage_av,pooled,-1.5,-3.52,0.52,0.38,50
stricthellraiser,selected_two_stage_av,suit,-3.5128,-5.4872,-1.5641,0.3333,39
stricthellraiser,selected_two_stage_av,high,11.0,11.0,11.0,1.0,1
stricthellraiser,selected_two_stage_av,low,5.1,0.8,9.4,0.5,10
stricthellraiser,selected_two_stage_av,bid_type:regular,-1.5,-3.52,0.52,0.38,50
selected_two_stage_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
selected_two_stage_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
selected_two_stage_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,selected_two_stage_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_two_stage_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_two_stage_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
selected_two_stage_av,anchor_hybrid_r0_full,pooled,-2.42,-3.82,-0.98,0.26,50
selected_two_stage_av,anchor_hybrid_r0_full,suit,-2.1944,-3.8889,-0.4722,0.25,36
selected_two_stage_av,anchor_hybrid_r0_full,high,-6.6667,-8.0,-6.0,0.0,3
selected_two_stage_av,anchor_hybrid_r0_full,low,-2.0,-5.4545,0.9091,0.3636,11
selected_two_stage_av,anchor_hybrid_r0_full,bid_type:regular,-2.42,-3.82,-0.98,0.26,50
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-1.04,-2.7805,0.7205,0.44,50
anchor_hybrid_r0_full,selected_two_stage_av,suit,-1.1944,-3.1667,0.7778,0.4444,36
anchor_hybrid_r0_full,selected_two_stage_av,high,-3.6667,-6.3333,0.3333,0.1667,6
anchor_hybrid_r0_full,selected_two_stage_av,low,1.625,-4.0,6.8781,0.625,8
anchor_hybrid_r0_full,selected_two_stage_av,bid_type:regular,-1.04,-2.7805,0.7205,0.44,50
gbt_av,gbt_av,pooled,-1.76,-4.3,0.9,0.36,50
gbt_av,gbt_av,suit,-2.05,-5.4013,1.7012,0.35,20
gbt_av,gbt_av,high,-4.1667,-8.3333,0.75,0.1667,12
gbt_av,gbt_av,low,0.1667,-4.7778,5.1667,0.5,18
gbt_av,gbt_av,bid_type:regular,-1.76,-4.3,0.9,0.36,50
gbt_av,constrained_ols_av,pooled,-1.84,-3.92,0.2,0.58,50
gbt_av,constrained_ols_av,suit,-2.6667,-6.0,0.5714,0.5714,21
gbt_av,constrained_ols_av,high,-2.8889,-7.4444,1.1111,0.4444,9
gbt_av,constrained_ols_av,low,-0.5,-3.95,2.65,0.65,20
gbt_av,constrained_ols_av,bid_type:regular,-1.84,-3.92,0.2,0.58,50
constrained_ols_av,gbt_av,pooled,-1.26,-3.0,0.68,0.24,50
constrained_ols_av,gbt_av,suit,-2.3,-4.9,0.8,0.2,20
constrained_ols_av,gbt_av,high,-1.0667,-4.2667,2.6,0.2,15
constrained_ols_av,gbt_av,low,-0.0667,-3.1333,3.3333,0.3333,15
constrained_ols_av,gbt_av,bid_type:regular,-1.26,-3.0,0.68,0.24,50
gbt_av,selected_ols_av,pooled,-1.5,-3.64,0.56,0.56,50
gbt_av,selected_ols_av,suit,-2.8261,-5.8261,0.0435,0.4783,23
gbt_av,selected_ols_av,high,-3.6667,-9.5,2.8333,0.3333,6
gbt_av,selected_ols_av,low,0.5714,-2.7143,3.7143,0.7143,21
gbt_av,selected_ols_av,bid_type:regular,-1.5,-3.64,0.56,0.56,50
selected_ols_av,gbt_av,pooled,-1.5,-3.44,0.58,0.3,50
selected_ols_av,gbt_av,suit,-0.9,-3.9,2.4,0.35,20
selected_ols_av,gbt_av,high,-1.0714,-4.2857,2.7857,0.2857,14
selected_ols_av,gbt_av,low,-2.625,-6.1875,1.125,0.25,16
selected_ols_av,gbt_av,bid_type:regular,-1.5,-3.44,0.58,0.3,50
gbt_av,full_ols_av,pooled,0.76,-1.8405,3.38,0.56,50
gbt_av,full_ols_av,suit,-0.1111,-3.2222,3.1389,0.4722,36
gbt_av,full_ols_av,high,-2.6667,-12.0,2.0,0.6667,3
gbt_av,full_ols_av,low,4.5455,-0.5477,8.9091,0.8182,11
gbt_av,full_ols_av,bid_type:regular,0.76,-1.8405,3.38,0.56,50
full_ols_av,gbt_av,pooled,-3.82,-6.18,-1.34,0.32,50
full_ols_av,gbt_av,suit,-5.2857,-7.6857,-2.7429,0.2571,35
full_ols_av,gbt_av,high,3.75,-5.0,12.5,0.5,4
full_ols_av,gbt_av,low,-1.9091,-8.0909,3.9091,0.4545,11
full_ols_av,gbt_av,bid_type:regular,-3.82,-6.18,-1.34,0.32,50
gbt_av,stricthellraiser,pooled,3.28,0.36,6.1,0.66,50
gbt_av,stricthellraiser,suit,3.7674,0.5814,6.7907,0.6512,43
gbt_av,stricthellraiser,high,-6.5,-15.0,2.0,0.5,2
gbt_av,stricthellraiser,low,3.0,-4.2,8.0,0.8,5
gbt_av,stricthellraiser,bid_type:regular,3.28,0.36,6.1,0.66,50
stricthellraiser,gbt_av,pooled,-6.22,-9.08,-3.22,0.24,50
stricthellraiser,gbt_av,suit,-7.5,-10.1957,-4.5435,0.1957,46
stricthellraiser,gbt_av,high,12.0,12.0,12.0,1.0,1
stricthellraiser,gbt_av,low,7.3333,-2.0,12.0,0.6667,3
stricthellraiser,gbt_av,bid_type:regular,-6.22,-9.08,-3.22,0.24,50
gbt_av,rankthetank,pooled,10.34,8.58,11.84,0.9,50
gbt_av,rankthetank,suit,10.34,8.58,11.84,0.9,50
gbt_av,rankthetank,bid_type:regular,10.34,8.58,11.84,0.9,50
rankthetank,gbt_av,pooled,-10.44,-11.86,-8.8,0.08,50
rankthetank,gbt_av,suit,-10.4898,-11.9184,-8.7959,0.0816,49
rankthetank,gbt_av,high,-8.0,-8.0,-8.0,0.0,1
rankthetank,gbt_av,bid_type:regular,-10.44,-11.86,-8.8,0.08,50
gbt_av,anchor_hybrid_r0_full,pooled,-2.32,-4.28,-0.42,0.5,50
gbt_av,anchor_hybrid_r0_full,suit,-2.0,-4.5769,0.4231,0.5,26
gbt_av,anchor_hybrid_r0_full,high,-4.75,-9.0,-0.375,0.25,8
gbt_av,anchor_hybrid_r0_full,low,-1.625,-5.625,2.125,0.625,16
gbt_av,anchor_hybrid_r0_full,bid_type:regular,-2.32,-4.28,-0.42,0.5,50
anchor_hybrid_r0_full,gbt_av,pooled,0.14,-1.94,2.32,0.34,50
anchor_hybrid_r0_full,gbt_av,suit,0.2581,-2.4194,3.0323,0.3548,31
anchor_hybrid_r0_full,gbt_av,high,0.6667,-3.9167,5.3333,0.3333,12
anchor_hybrid_r0_full,gbt_av,low,-1.2857,-4.8571,3.4286,0.2857,7
anchor_hybrid_r0_full,gbt_av,bid_type:regular,0.14,-1.94,2.32,0.34,50
constrained_ols_av,constrained_ols_av,pooled,-0.62,-1.7,0.44,0.42,50
constrained_ols_av,constrained_ols_av,suit,-0.4857,-1.7714,0.7429,0.4286,35
constrained_ols_av,constrained_ols_av,high,-2.4,-5.6,2.0,0.2,5
constrained_ols_av,constrained_ols_av,low,-0.2,-2.4,2.0,0.5,10
constrained_ols_av,constrained_ols_av,bid_type:regular,-0.62,-1.7,0.44,0.42,50
constrained_ols_av,selected_ols_av,pooled,1.04,-0.1005,2.18,0.52,50
constrained_ols_av,selected_ols_av,suit,1.3,-0.0333,2.4667,0.6,30
constrained_ols_av,selected_ols_av,high,-1.0,-5.0,3.5,0.25,4
constrained_ols_av,selected_ols_av,low,1.0625,-1.25,3.75,0.4375,16
constrained_ols_av,selected_ols_av,bid_type:regular,1.04,-0.1005,2.18,0.52,50
selected_ols_av,constrained_ols_av,pooled,-1.58,-2.66,-0.46,0.3,50
selected_ols_av,constrained_ols_av,suit,-2.0,-3.2258,-0.7742,0.2903,31
selected_ols_av,constrained_ols_av,high,-5.75,-9.25,-3.0,0.0,4
selected_ols_av,constrained_ols_av,low,0.4,-1.4667,2.5333,0.4,15
selected_ols_av,constrained_ols_av,bid_type:regular,-1.58,-2.66,-0.46,0.3,50
constrained_ols_av,full_ols_av,pooled,-0.72,-1.84,0.42,0.36,50
constrained_ols_av,full_ols_av,suit,-1.0909,-2.2273,0.0909,0.3182,44
constrained_ols_av,full_ols_av,high,6.0,6.0,6.0,1.0,1
constrained_ols_av,full_ols_av,low,1.2,-1.2,3.6,0.6,5
constrained_ols_av,full_ols_av,bid_type:regular,-0.72,-1.84,0.42,0.36,50
full_ols_av,constrained_ols_av,pooled,-0.32,-1.4205,0.72,0.5,50
full_ols_av,constrained_ols_av,suit,-0.0889,-1.2444,1.0,0.5333,45
full_ols_av,constrained_ols_av,high,-4.0,-6.0,-2.0,0.0,3
full_ols_av,constrained_ols_av,low,0.0,-2.0,2.0,0.5,2
full_ols_av,constrained_ols_av,bid_type:regular,-0.32,-1.4205,0.72,0.5,50
constrained_ols_av,stricthellraiser,pooled,0.22,-1.36,1.86,0.34,50
constrained_ols_av,stricthellraiser,suit,0.3333,-1.1875,1.9797,0.3333,48
constrained_ols_av,stricthellraiser,low,-2.5,-11.0,6.0,0.5,2
constrained_ols_av,stricthellraiser,bid_type:regular,0.22,-1.36,1.86,0.34,50
stricthellraiser,constrained_ols_av,pooled,-2.76,-4.44,-1.16,0.36,50
stricthellraiser,constrained_ols_av,suit,-2.7755,-4.5102,-1.1429,0.3673,49
stricthellraiser,constrained_ols_av,low,-2.0,-2.0,-2.0,0.0,1
stricthellraiser,constrained_ols_av,bid_type:regular,-2.76,-4.44,-1.16,0.36,50
constrained_ols_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
constrained_ols_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
constrained_ols_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,constrained_ols_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,constrained_ols_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,constrained_ols_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
constrained_ols_av,anchor_hybrid_r0_full,pooled,-1.62,-2.76,-0.42,0.24,50
constrained_ols_av,anchor_hybrid_r0_full,suit,-1.6053,-2.9211,-0.2105,0.2368,38
constrained_ols_av,anchor_hybrid_r0_full,high,-1.7143,-5.4286,2.2857,0.4286,7
constrained_ols_av,anchor_hybrid_r0_full,low,-1.6,-2.8,-0.4,0.0,5
constrained_ols_av,anchor_hybrid_r0_full,bid_type:regular,-1.62,-2.76,-0.42,0.24,50
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.76,-2.4,0.8,0.48,50
anchor_hybrid_r0_full,constrained_ols_av,suit,-1.0811,-2.8919,0.6486,0.4595,37
anchor_hybrid_r0_full,constrained_ols_av,high,-2.0,-6.0,3.0,0.25,4
anchor_hybrid_r0_full,constrained_ols_av,low,1.1111,-3.5556,4.8889,0.6667,9
anchor_hybrid_r0_full,constrained_ols_av,bid_type:regular,-0.76,-2.4,0.8,0.48,50
selected_ols_av,selected_ols_av,pooled,-0.4,-1.48,0.76,0.4,50
selected_ols_av,selected_ols_av,suit,-0.3636,-1.697,0.9697,0.4545,33
selected_ols_av,selected_ols_av,high,-2.5,-5.0,0.5,0.25,4
selected_ols_av,selected_ols_av,low,0.1538,-1.8462,2.6154,0.3077,13
selected_ols_av,selected_ols_av,bid_type:regular,-0.4,-1.48,0.76,0.4,50
selected_ols_av,full_ols_av,pooled,-2.16,-3.12,-1.16,0.22,50
selected_ols_av,full_ols_av,suit,-2.7273,-3.5909,-1.8182,0.1818,44
selected_ols_av,full_ols_av,low,2.0,-1.0,5.6667,0.5,6
selected_ols_av,full_ols_av,bid_type:regular,-2.16,-3.12,-1.16,0.22,50
full_ols_av,selected_ols_av,pooled,1.12,-0.16,2.34,0.6,50
full_ols_av,selected_ols_av,suit,0.9286,-0.4286,2.119,0.6429,42
full_ols_av,selected_ols_av,high,-2.0,-4.0,0.0,0.0,2
full_ols_av,selected_ols_av,low,3.5,-1.0,8.1667,0.5,6
full_ols_av,selected_ols_av,bid_type:regular,1.12,-0.16,2.34,0.6,50
selected_ols_av,stricthellraiser,pooled,-0.92,-2.64,0.84,0.34,50
selected_ols_av,stricthellraiser,suit,-0.3846,-2.0256,1.359,0.2821,39
selected_ols_av,stricthellraiser,high,-4.0,-13.0,5.0,0.5,4
selected_ols_av,stricthellraiser,low,-2.1429,-8.0,3.8571,0.5714,7
selected_ols_av,stricthellraiser,bid_type:regular,-0.92,-2.64,0.84,0.34,50
stricthellraiser,selected_ols_av,pooled,-0.96,-2.86,0.9,0.38,50
stricthellraiser,selected_ols_av,suit,-2.8205,-4.6667,-1.1026,0.3333,39
stricthellraiser,selected_ols_av,high,11.0,11.0,11.0,1.0,1
stricthellraiser,selected_ols_av,low,5.1,0.8,9.4,0.5,10
stricthellraiser,selected_ols_av,bid_type:regular,-0.96,-2.86,0.9,0.38,50
selected_ols_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
selected_ols_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
selected_ols_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,selected_ols_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_ols_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_ols_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
selected_ols_av,anchor_hybrid_r0_full,pooled,-2.14,-3.4205,-0.8,0.26,50
selected_ols_av,anchor_hybrid_r0_full,suit,-1.9118,-3.3824,-0.3824,0.2353,34
selected_ols_av,anchor_hybrid_r0_full,high,-6.6667,-8.0,-6.0,0.0,3
selected_ols_av,anchor_hybrid_r0_full,low,-1.6923,-4.6154,0.9231,0.3846,13
selected_ols_av,anchor_hybrid_r0_full,bid_type:regular,-2.14,-3.4205,-0.8,0.26,50
anchor_hybrid_r0_full,selected_ols_av,pooled,-1.1,-2.8,0.58,0.44,50
anchor_hybrid_r0_full,selected_ols_av,suit,-1.3333,-3.4242,0.6667,0.4545,33
anchor_hybrid_r0_full,selected_ols_av,high,-3.6667,-6.3333,0.3333,0.1667,6
anchor_hybrid_r0_full,selected_ols_av,low,1.0,-3.3636,5.0,0.5455,11
anchor_hybrid_r0_full,selected_ols_av,bid_type:regular,-1.1,-2.8,0.58,0.44,50
full_ols_av,full_ols_av,pooled,-0.52,-1.64,0.56,0.46,50
full_ols_av,full_ols_av,suit,-0.52,-1.64,0.56,0.46,50
full_ols_av,full_ols_av,bid_type:regular,-0.52,-1.64,0.56,0.46,50
full_ols_av,stricthellraiser,pooled,-1.52,-3.4205,0.3,0.46,50
full_ols_av,stricthellraiser,suit,-1.52,-3.4205,0.3,0.46,50
full_ols_av,stricthellraiser,bid_type:regular,-1.52,-3.4205,0.3,0.46,50
stricthellraiser,full_ols_av,pooled,-1.04,-3.06,1.0,0.34,50
stricthellraiser,full_ols_av,suit,-1.04,-3.06,1.0,0.34,50
stricthellraiser,full_ols_av,bid_type:regular,-1.04,-3.06,1.0,0.34,50
full_ols_av,rankthetank,pooled,6.2,3.2,8.9805,0.74,50
full_ols_av,rankthetank,suit,6.2,3.2,8.9805,0.74,50
full_ols_av,rankthetank,bid_type:regular,6.2,3.2,8.9805,0.74,50
rankthetank,full_ols_av,pooled,-5.88,-8.74,-2.72,0.28,50
rankthetank,full_ols_av,suit,-5.88,-8.74,-2.72,0.28,50
rankthetank,full_ols_av,bid_type:regular,-5.88,-8.74,-2.72,0.28,50
full_ols_av,anchor_hybrid_r0_full,pooled,-1.62,-3.2,-0.08,0.38,50
full_ols_av,anchor_hybrid_r0_full,suit,-1.8913,-3.5435,-0.3043,0.3478,46
full_ols_av,anchor_hybrid_r0_full,high,-6.0,-6.0,-6.0,0.0,1
full_ols_av,anchor_hybrid_r0_full,low,4.0,2.0,6.0,1.0,3
full_ols_av,anchor_hybrid_r0_full,bid_type:regular,-1.62,-3.2,-0.08,0.38,50
anchor_hybrid_r0_full,full_ols_av,pooled,-0.14,-2.08,1.86,0.4,50
anchor_hybrid_r0_full,full_ols_av,suit,-0.0213,-2.0,2.0213,0.383,47
anchor_hybrid_r0_full,full_ols_av,low,-2.0,-14.0,6.0,0.6667,3
anchor_hybrid_r0_full,full_ols_av,bid_type:regular,-0.14,-2.08,1.86,0.4,50
stricthellraiser,stricthellraiser,pooled,-2.06,-4.72,0.6,0.42,50
stricthellraiser,stricthellraiser,suit,-2.06,-4.72,0.6,0.42,50
stricthellraiser,stricthellraiser,bid_type:regular,-2.06,-4.72,0.6,0.42,50
stricthellraiser,rankthetank,pooled,-12.12,-14.18,-9.68,0.1,50
stricthellraiser,rankthetank,suit,-12.12,-14.18,-9.68,0.1,50
stricthellraiser,rankthetank,bid_type:regular,-12.12,-14.18,-9.68,0.1,50
rankthetank,stricthellraiser,pooled,10.64,8.04,12.84,0.86,50
rankthetank,stricthellraiser,suit,10.64,8.04,12.84,0.86,50
rankthetank,stricthellraiser,bid_type:regular,10.64,8.04,12.84,0.86,50
stricthellraiser,anchor_hybrid_r0_full,pooled,-6.28,-8.2,-4.42,0.2,50
stricthellraiser,anchor_hybrid_r0_full,suit,-6.28,-8.2,-4.42,0.2,50
stricthellraiser,anchor_hybrid_r0_full,bid_type:regular,-6.28,-8.2,-4.42,0.2,50
