model_a,model_b,facet,net_eppd_delta,ci_low,ci_high,win_rate_a,deals_total
modeloespecifico,full_ols_av,bid_type:regular,-0.68,-2.44,1.16,0.3,50
full_ols_av,modeloespecifico,pooled,-0.3,-1.78,1.06,0.48,50
full_ols_av,modeloespecifico,suit,-0.4773,-1.9773,0.9545,0.4545,44
full_ols_av,modeloespecifico,high,2.0,0.0,4.0,0.5,2
full_ols_av,modeloespecifico,low,0.5,-8.0,5.5,0.75,4
full_ols_av,modeloespecifico,bid_type:regular,-0.3,-1.78,1.06,0.48,50
modeloespecifico,stricthellraiser,pooled,3.4,1.18,5.66,0.5,50
modeloespecifico,stricthellraiser,suit,3.4,1.18,5.66,0.5,50
modeloespecifico,stricthellraiser,bid_type:regular,3.4,1.18,5.66,0.5,50
stricthellraiser,modeloespecifico,pooled,-6.5,-8.48,-4.54,0.26,50
stricthellraiser,modeloespecifico,suit,-6.5,-8.48,-4.54,0.26,50
stricthellraiser,modeloespecifico,bid_type:regular,-6.5,-8.48,-4.54,0.26,50
modeloespecifico,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
modeloespecifico,rankthetank,suit,10.46,8.7195,11.94,0.9,50
modeloespecifico,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,modeloespecifico,pooled,-11.34,-12.48,-9.96,0.06,50
rankthetank,modeloespecifico,suit,-11.34,-12.48,-9.96,0.06,50
rankthetank,modeloespecifico,bid_type:regular,-11.34,-12.48,-9.96,0.06,50
modeloespecifico,anchor_hybrid_r0_full,pooled,-1.18,-2.5,0.18,0.36,50
modeloespecifico,anchor_hybrid_r0_full,suit,-1.0227,-2.4545,0.4318,0.3864,44
modeloespecifico,anchor_hybrid_r0_full,high,-6.0,-8.0,-4.0,0.0,3
modeloespecifico,anchor_hybrid_r0_full,low,1.3333,-2.0,6.0,0.3333,3
modeloespecifico,anchor_hybrid_r0_full,bid_type:regular,-1.18,-2.5,0.18,0.36,50
anchor_hybrid_r0_full,modeloespecifico,pooled,-0.86,-2.36,0.68,0.42,50
anchor_hybrid_r0_full,modeloespecifico,suit,-1.3409,-2.7955,0.1818,0.3636,44
anchor_hybrid_r0_full,modeloespecifico,high,6.0,6.0,6.0,1.0,1
anchor_hybrid_r0_full,modeloespecifico,low,2.0,-6.0,7.6,0.8,5
anchor_hybrid_r0_full,modeloespecifico,bid_type:regular,-0.86,-2.36,0.68,0.42,50
selected_two_stage_av,selected_two_stage_av,pooled,-0.74,-2.1,0.64,0.4,50
selected_two_stage_av,selected_two_stage_av,suit,-1.3143,-2.8,0.1429,0.3714,35
selected_two_stage_av,selected_two_stage_av,high,-0.4,-3.6,2.8,0.4,5
selected_two_stage_av,selected_two_stage_av,low,1.1,-2.8,4.9,0.5,10
selected_two_stage_av,selected_two_stage_av,bid_type:regular,-0.74,-2.1,0.64,0.4,50
selected_two_stage_av,gbt_av,pooled,0.16,-2.4805,2.96,0.4,50
selected_two_stage_av,gbt_av,suit,0.3448,-2.6207,3.2759,0.4483,29
selected_two_stage_av,gbt_av,high,-6.2222,-11.5556,-1.5556,0.1111,9
selected_two_stage_av,gbt_av,low,4.5,-2.1667,11.8333,0.5,12
selected_two_stage_av,gbt_av,bid_type:regular,0.3333,-1.7111,2.4444,0.4,45
selected_two_stage_av,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,selected_two_stage_av,pooled,-0.86,-3.5,1.78,0.52,50
gbt_av,selected_two_stage_av,suit,-0.25,-4.6513,4.1,0.55,20
gbt_av,selected_two_stage_av,high,-3.1,-9.0,2.5,0.4,10
gbt_av,selected_two_stage_av,low,-0.35,-4.25,3.6513,0.55,20
gbt_av,selected_two_stage_av,bid_type:regular,-0.8913,-3.1087,1.3696,0.5217,46
gbt_av,selected_two_stage_av,bid_type:moon,-0.5,-21.0,20.0,0.5,4
selected_two_stage_av,constrained_ols_av,pooled,-0.52,-1.64,0.601,0.42,50
selected_two_stage_av,constrained_ols_av,suit,-1.5172,-2.8276,-0.2069,0.3793,29
selected_two_stage_av,constrained_ols_av,high,-2.0,-4.8,2.0,0.2,5
selected_two_stage_av,constrained_ols_av,low,1.75,0.0,3.625,0.5625,16
selected_two_stage_av,constrained_ols_av,bid_type:regular,-0.52,-1.64,0.601,0.42,50
constrained_ols_av,selected_two_stage_av,pooled,0.52,-0.82,1.88,0.54,50
constrained_ols_av,selected_two_stage_av,suit,0.5417,-1.4594,2.5,0.5833,24
constrained_ols_av,selected_two_stage_av,high,-2.4,-5.6,2.0,0.2,5
constrained_ols_av,selected_two_stage_av,low,1.1905,-0.6667,3.1917,0.5714,21
constrained_ols_av,selected_two_stage_av,bid_type:regular,0.52,-0.82,1.88,0.54,50
selected_two_stage_av,selected_ols_av,pooled,-0.62,-1.76,0.54,0.44,50
selected_two_stage_av,selected_ols_av,suit,-1.3448,-2.8621,0.069,0.4138,29
selected_two_stage_av,selected_ols_av,high,-2.0,-5.1429,1.4286,0.2857,7
selected_two_stage_av,selected_ols_av,low,1.5714,0.0,3.4286,0.5714,14
selected_two_stage_av,selected_ols_av,bid_type:regular,-0.62,-1.76,0.54,0.44,50
selected_ols_av,selected_two_stage_av,pooled,-0.64,-1.8,0.52,0.44,50
selected_ols_av,selected_two_stage_av,suit,-1.1515,-2.4242,0.1212,0.3939,33
selected_ols_av,selected_two_stage_av,high,0.0,-3.6,3.6,0.4,5
selected_ols_av,selected_two_stage_av,low,0.5,-2.3333,3.1667,0.5833,12
selected_ols_av,selected_two_stage_av,bid_type:regular,-0.64,-1.8,0.52,0.44,50
selected_two_stage_av,full_ols_av,pooled,-1.0,-2.2,0.3005,0.26,50
selected_two_stage_av,full_ols_av,suit,-1.6744,-2.8837,-0.3488,0.2093,43
selected_two_stage_av,full_ols_av,high,6.0,6.0,6.0,1.0,1
selected_two_stage_av,full_ols_av,low,2.6667,-0.6667,6.3333,0.5,6
selected_two_stage_av,full_ols_av,bid_type:regular,-1.0,-2.2,0.3005,0.26,50
full_ols_av,selected_two_stage_av,pooled,0.04,-1.46,1.42,0.56,50
full_ols_av,selected_two_stage_av,suit,0.1707,-1.4634,1.7073,0.6098,41
full_ols_av,selected_two_stage_av,high,-4.0,-6.0,-2.0,0.0,3
full_ols_av,selected_two_stage_av,low,1.1667,-2.3333,5.5,0.5,6
full_ols_av,selected_two_stage_av,bid_type:regular,0.04,-1.46,1.42,0.56,50
selected_two_stage_av,stricthellraiser,pooled,0.26,-1.34,1.84,0.52,50
selected_two_stage_av,stricthellraiser,suit,0.6486,-0.9459,2.2973,0.4865,37
selected_two_stage_av,stricthellraiser,high,-5.0,-12.0,2.0,0.5,2
selected_two_stage_av,stricthellraiser,low,-0.0909,-4.5455,4.0,0.6364,11
selected_two_stage_av,stricthellraiser,bid_type:regular,0.26,-1.34,1.84,0.52,50
stricthellraiser,selected_two_stage_av,pooled,-1.38,-3.44,0.62,0.38,50
stricthellraiser,selected_two_stage_av,suit,-3.1842,-5.2105,-1.1842,0.3421,38
stricthellraiser,selected_two_stage_av,high,-6.0,-6.0,-6.0,0.0,1
stricthellraiser,selected_two_stage_av,low,5.2727,1.1818,9.3636,0.5455,11
stricthellraiser,selected_two_stage_av,bid_type:regular,-1.38,-3.44,0.62,0.38,50
selected_two_stage_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
selected_two_stage_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
selected_two_stage_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,selected_two_stage_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_two_stage_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_two_stage_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
selected_two_stage_av,anchor_hybrid_r0_full,pooled,-2.02,-3.52,-0.52,0.32,50
selected_two_stage_av,anchor_hybrid_r0_full,suit,-1.5854,-3.2683,0.0976,0.3659,41
selected_two_stage_av,anchor_hybrid_r0_full,high,-6.6667,-8.0,-6.0,0.0,3
selected_two_stage_av,anchor_hybrid_r0_full,low,-3.2,-8.0,0.4,0.2,5
selected_two_stage_av,anchor_hybrid_r0_full,bid_type:regular,-2.0612,-3.5714,-0.551,0.3265,49
anchor_hybrid_r0_full,selected_two_stage_av,pooled,-1.02,-2.8,0.76,0.44,50
anchor_hybrid_r0_full,selected_two_stage_av,suit,-1.0541,-3.1351,1.0,0.4324,37
anchor_hybrid_r0_full,selected_two_stage_av,high,-3.3333,-6.3333,0.6667,0.1667,6
anchor_hybrid_r0_full,selected_two_stage_av,low,1.1429,-4.5714,6.0,0.7143,7
anchor_hybrid_r0_full,selected_two_stage_av,bid_type:regular,-1.02,-2.8,0.76,0.44,50
gbt_av,gbt_av,pooled,-1.44,-4.86,2.04,0.44,50
gbt_av,gbt_av,suit,-1.5455,-6.0455,2.8182,0.4545,22
gbt_av,gbt_av,high,-12.125,-17.375,-6.5,0.125,8
gbt_av,gbt_av,low,2.95,-2.7513,8.75,0.55,20
gbt_av,gbt_av,bid_type:regular,-1.5366,-4.2927,1.3902,0.439,41
gbt_av,gbt_av,bid_type:moon,-1.0,-15.4444,13.8889,0.4444,9
gbt_av,constrained_ols_av,pooled,-0.78,-3.28,1.68,0.6,50
gbt_av,constrained_ols_av,suit,-0.8889,-5.2778,3.4444,0.6111,18
gbt_av,constrained_ols_av,high,-2.2667,-6.5333,1.6,0.4667,15
gbt_av,constrained_ols_av,low,0.6471,-3.5294,4.8235,0.7059,17
gbt_av,constrained_ols_av,bid_type:regular,-0.8043,-2.8484,1.2391,0.6087,46
gbt_av,constrained_ols_av,bid_type:moon,-0.5,-21.0,20.0,0.5,4
constrained_ols_av,gbt_av,pooled,-0.76,-3.34,1.96,0.24,50
constrained_ols_av,gbt_av,suit,-0.9091,-4.5455,2.7727,0.2727,22
constrained_ols_av,gbt_av,high,-4.3846,-8.9231,-0.2308,0.1538,13
constrained_ols_av,gbt_av,low,2.6,-2.2667,8.4,0.2667,15
constrained_ols_av,gbt_av,bid_type:regular,-0.6889,-2.5333,1.2667,0.2222,45
constrained_ols_av,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,selected_ols_av,pooled,-1.14,-3.72,1.46,0.5,50
gbt_av,selected_ols_av,suit,0.3529,-4.7059,5.2956,0.5882,17
gbt_av,selected_ols_av,high,-4.5,-9.0,-0.25,0.3333,12
gbt_av,selected_ols_av,low,-0.4286,-4.1429,3.3345,0.5238,21
gbt_av,selected_ols_av,bid_type:regular,-1.1957,-3.413,1.0435,0.5,46
gbt_av,selected_ols_av,bid_type:moon,-0.5,-21.0,20.0,0.5,4
selected_ols_av,gbt_av,pooled,0.14,-2.5,2.88,0.36,50
selected_ols_av,gbt_av,suit,0.0741,-3.037,3.1481,0.4074,27
selected_ols_av,gbt_av,high,-6.2222,-11.5556,-1.5556,0.1111,9
selected_ols_av,gbt_av,low,4.3571,-0.9286,10.4286,0.4286,14
selected_ols_av,gbt_av,bid_type:regular,0.3111,-1.5778,2.3333,0.3556,45
selected_ols_av,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,full_ols_av,pooled,0.46,-2.4,3.34,0.56,50
gbt_av,full_ols_av,suit,1.125,-2.375,4.375,0.5312,32
gbt_av,full_ols_av,high,-7.5,-17.0,2.0,0.5,4
gbt_av,full_ols_av,low,1.2143,-4.2143,6.5714,0.6429,14
gbt_av,full_ols_av,bid_type:regular,0.5435,-1.9783,3.0217,0.5652,46
gbt_av,full_ols_av,bid_type:moon,-0.5,-21.0,20.0,0.5,4
full_ols_av,gbt_av,pooled,-0.62,-3.6,2.44,0.44,50
full_ols_av,gbt_av,suit,-1.1667,-4.2229,1.9167,0.4722,36
full_ols_av,gbt_av,high,-9.2,-17.2,-1.2,0.0,5
full_ols_av,gbt_av,low,6.3333,-1.7778,14.7778,0.5556,9
full_ols_av,gbt_av,bid_type:regular,-0.5333,-2.9778,2.0,0.4444,45
full_ols_av,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,stricthellraiser,pooled,4.84,1.96,7.62,0.72,50
gbt_av,stricthellraiser,suit,5.1333,2.2,7.9333,0.7111,45
gbt_av,stricthellraiser,high,-9.5,-21.0,2.0,0.5,2
gbt_av,stricthellraiser,low,10.0,4.0,20.0,1.0,3
gbt_av,stricthellraiser,bid_type:regular,4.7447,2.0638,7.2979,0.7234,47
gbt_av,stricthellraiser,bid_type:moon,6.3333,-21.0,20.0,0.6667,3
stricthellraiser,gbt_av,pooled,-4.68,-7.92,-1.18,0.3,50
stricthellraiser,gbt_av,suit,-5.8409,-8.8636,-2.5227,0.2727,44
stricthellraiser,gbt_av,high,-20.0,-20.0,-20.0,0.0,2
stricthellraiser,gbt_av,low,15.75,5.0,26.5,0.75,4
stricthellraiser,gbt_av,bid_type:regular,-5.0444,-8.0222,-1.8883,0.2889,45
stricthellraiser,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,rankthetank,pooled,8.2,5.24,10.86,0.82,50
gbt_av,rankthetank,suit,9.1915,6.617,11.3404,0.8511,47
gbt_av,rankthetank,high,-21.0,-21.0,-21.0,0.0,2
gbt_av,rankthetank,low,20.0,20.0,20.0,1.0,1
gbt_av,rankthetank,bid_type:regular,9.6222,7.4,11.5111,0.8667,45
gbt_av,rankthetank,bid_type:moon,-4.6,-21.0,11.8,0.4,5
rankthetank,gbt_av,pooled,-9.84,-12.26,-6.92,0.12,50
rankthetank,gbt_av,suit,-10.9783,-12.5217,-9.1082,0.087,46
rankthetank,gbt_av,high,-20.0,-20.0,-20.0,0.0,2
rankthetank,gbt_av,low,26.5,26.0,27.0,1.0,2
rankthetank,gbt_av,bid_type:regular,-10.7778,-12.3111,-8.8444,0.0889,45
rankthetank,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
gbt_av,anchor_hybrid_r0_full,pooled,-1.34,-3.88,1.2205,0.56,50
gbt_av,anchor_hybrid_r0_full,suit,-2.45,-6.4,1.7,0.5,20
gbt_av,anchor_hybrid_r0_full,high,-2.8462,-7.6923,1.7692,0.4615,13
gbt_av,anchor_hybrid_r0_full,low,1.1176,-3.1765,5.3529,0.7059,17
gbt_av,anchor_hybrid_r0_full,bid_type:regular,-1.413,-3.5435,0.7174,0.5652,46
gbt_av,anchor_hybrid_r0_full,bid_type:moon,-0.5,-21.0,20.0,0.5,4
anchor_hybrid_r0_full,gbt_av,pooled,-0.04,-2.7,2.7405,0.34,50
anchor_hybrid_r0_full,gbt_av,suit,-1.08,-4.36,2.16,0.36,25
anchor_hybrid_r0_full,gbt_av,high,-3.8182,-9.6364,1.7273,0.1818,11
anchor_hybrid_r0_full,gbt_av,low,4.7857,-0.6429,10.8571,0.4286,14
anchor_hybrid_r0_full,gbt_av,bid_type:regular,0.1111,-1.9333,2.2667,0.3333,45
anchor_hybrid_r0_full,gbt_av,bid_type:moon,-1.4,-20.0,17.4,0.4,5
constrained_ols_av,constrained_ols_av,pooled,-0.46,-1.62,0.7,0.44,50
constrained_ols_av,constrained_ols_av,suit,-0.6562,-2.0938,0.6875,0.4375,32
constrained_ols_av,constrained_ols_av,high,-2.4,-5.6,2.0,0.2,5
constrained_ols_av,constrained_ols_av,low,0.7692,-1.5385,3.0769,0.5385,13
constrained_ols_av,constrained_ols_av,bid_type:regular,-0.46,-1.62,0.7,0.44,50
constrained_ols_av,selected_ols_av,pooled,0.76,-0.52,2.04,0.54,50
constrained_ols_av,selected_ols_av,suit,0.8846,-0.7692,2.3077,0.6154,26
constrained_ols_av,selected_ols_av,high,-2.6667,-5.3333,1.0,0.1667,6
constrained_ols_av,selected_ols_av,low,1.7222,-0.6667,4.1667,0.5556,18
constrained_ols_av,selected_ols_av,bid_type:regular,0.76,-0.52,2.04,0.54,50
selected_ols_av,constrained_ols_av,pooled,-1.12,-2.2,0.0,0.38,50
selected_ols_av,constrained_ols_av,suit,-2.069,-3.3793,-0.6897,0.3448,29
selected_ols_av,constrained_ols_av,high,-2.0,-4.8,2.0,0.2,5
selected_ols_av,constrained_ols_av,low,0.875,-0.75,2.6281,0.5,16
selected_ols_av,constrained_ols_av,bid_type:regular,-1.12,-2.2,0.0,0.38,50
constrained_ols_av,full_ols_av,pooled,-0.36,-1.52,0.84,0.38,50
constrained_ols_av,full_ols_av,suit,-1.0476,-2.2381,0.1667,0.3095,42
constrained_ols_av,full_ols_av,high,6.0,6.0,6.0,1.0,1
constrained_ols_av,full_ols_av,low,2.8571,0.0,5.7143,0.7143,7
constrained_ols_av,full_ols_av,bid_type:regular,-0.36,-1.52,0.84,0.38,50
full_ols_av,constrained_ols_av,pooled,-0.24,-1.42,0.9,0.5,50
full_ols_av,constrained_ols_av,suit,0.0455,-1.2727,1.2273,0.5455,44
full_ols_av,constrained_ols_av,high,-4.0,-6.0,-2.0,0.0,3
full_ols_av,constrained_ols_av,low,-0.6667,-2.0,2.0,0.3333,3
full_ols_av,constrained_ols_av,bid_type:regular,-0.24,-1.42,0.9,0.5,50
constrained_ols_av,stricthellraiser,pooled,0.22,-1.36,1.86,0.34,50
constrained_ols_av,stricthellraiser,suit,0.3333,-1.1875,1.9797,0.3333,48
constrained_ols_av,stricthellraiser,low,-2.5,-11.0,6.0,0.5,2
constrained_ols_av,stricthellraiser,bid_type:regular,0.22,-1.36,1.86,0.34,50
stricthellraiser,constrained_ols_av,pooled,-2.76,-4.44,-1.16,0.36,50
stricthellraiser,constrained_ols_av,suit,-2.7755,-4.5102,-1.1429,0.3673,49
stricthellraiser,constrained_ols_av,low,-2.0,-2.0,-2.0,0.0,1
stricthellraiser,constrained_ols_av,bid_type:regular,-2.76,-4.44,-1.16,0.36,50
constrained_ols_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
constrained_ols_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
constrained_ols_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,constrained_ols_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,constrained_ols_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,constrained_ols_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
constrained_ols_av,anchor_hybrid_r0_full,pooled,-1.62,-2.76,-0.42,0.24,50
constrained_ols_av,anchor_hybrid_r0_full,suit,-1.6053,-2.8947,-0.2368,0.2368,38
constrained_ols_av,anchor_hybrid_r0_full,high,-1.7143,-5.4286,2.2857,0.4286,7
constrained_ols_av,anchor_hybrid_r0_full,low,-1.6,-2.8,-0.4,0.0,5
constrained_ols_av,anchor_hybrid_r0_full,bid_type:regular,-1.62,-2.76,-0.42,0.24,50
anchor_hybrid_r0_full,constrained_ols_av,pooled,-0.96,-2.6,0.64,0.48,50
anchor_hybrid_r0_full,constrained_ols_av,suit,-1.2632,-3.0,0.4474,0.4474,38
anchor_hybrid_r0_full,constrained_ols_av,high,-2.5,-6.0,3.0,0.25,4
anchor_hybrid_r0_full,constrained_ols_av,low,1.25,-4.0,5.5,0.75,8
anchor_hybrid_r0_full,constrained_ols_av,bid_type:regular,-0.96,-2.6,0.64,0.48,50
selected_ols_av,selected_ols_av,pooled,-0.36,-1.44,0.72,0.46,50
selected_ols_av,selected_ols_av,suit,-0.9286,-2.3571,0.4286,0.4286,28
selected_ols_av,selected_ols_av,high,-1.7143,-4.8571,1.7143,0.2857,7
selected_ols_av,selected_ols_av,low,1.3333,0.0,2.9333,0.6,15
selected_ols_av,selected_ols_av,bid_type:regular,-0.36,-1.44,0.72,0.46,50
selected_ols_av,full_ols_av,pooled,-1.54,-2.64,-0.32,0.22,50
selected_ols_av,full_ols_av,suit,-2.1136,-3.1818,-0.9545,0.1818,44
selected_ols_av,full_ols_av,high,6.0,6.0,6.0,1.0,1
selected_ols_av,full_ols_av,low,2.0,-1.6,6.4,0.4,5
selected_ols_av,full_ols_av,bid_type:regular,-1.54,-2.64,-0.32,0.22,50
full_ols_av,selected_ols_av,pooled,0.26,-1.14,1.56,0.54,50
full_ols_av,selected_ols_av,suit,0.4762,-1.0482,1.8333,0.5952,42
full_ols_av,selected_ols_av,high,-4.0,-6.0,-2.0,0.0,3
full_ols_av,selected_ols_av,low,1.0,-2.8,6.2,0.4,5
full_ols_av,selected_ols_av,bid_type:regular,0.26,-1.14,1.56,0.54,50
selected_ols_av,stricthellraiser,pooled,-0.28,-1.9,1.3,0.48,50
selected_ols_av,stricthellraiser,suit,0.2778,-1.2778,1.8889,0.4444,36
selected_ols_av,stricthellraiser,high,-5.0,-12.0,2.0,0.5,2
selected_ols_av,stricthellraiser,low,-1.1667,-5.5854,3.0,0.5833,12
selected_ols_av,stricthellraiser,bid_type:regular,-0.28,-1.9,1.3,0.48,50
stricthellraiser,selected_ols_av,pooled,-0.88,-2.92,1.14,0.4,50
stricthellraiser,selected_ols_av,suit,-3.0,-5.1714,-0.9143,0.3714,35
stricthellraiser,selected_ols_av,high,-4.0,-6.0,-2.0,0.0,2
stricthellraiser,selected_ols_av,low,5.3077,1.6154,8.9231,0.5385,13
stricthellraiser,selected_ols_av,bid_type:regular,-0.88,-2.92,1.14,0.4,50
selected_ols_av,rankthetank,pooled,10.46,8.7195,11.94,0.9,50
selected_ols_av,rankthetank,suit,10.46,8.7195,11.94,0.9,50
selected_ols_av,rankthetank,bid_type:regular,10.46,8.7195,11.94,0.9,50
rankthetank,selected_ols_av,pooled,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_ols_av,suit,-11.48,-12.5805,-10.1,0.06,50
rankthetank,selected_ols_av,bid_type:regular,-11.48,-12.5805,-10.1,0.06,50
selected_ols_av,anchor_hybrid_r0_full,pooled,-1.64,-3.0,-0.26,0.3,50
selected_ols_av,anchor_hybrid_r0_full,suit,-1.1579,-2.7368,0.4211,0.3421,38
selected_ols_av,anchor_hybrid_r0_full,high,-6.0,-7.5,-4.5,0.0,4
selected_ols_av,anchor_hybrid_r0_full,low,-2.0,-6.0,1.7143,0.2857,7
selected_ols_av,anchor_hybrid_r0_full,bid_type:regular,-1.6735,-3.0408,-0.2449,0.3061,49
anchor_hybrid_r0_full,selected_ols_av,pooled,-1.12,-2.78,0.48,0.46,50
anchor_hybrid_r0_full,selected_ols_av,suit,-1.3714,-3.3143,0.4857,0.4286,35
anchor_hybrid_r0_full,selected_ols_av,high,-2.5714,-5.7143,0.8571,0.2857,7
anchor_hybrid_r0_full,selected_ols_av,low,1.25,-4.0,5.5,0.75,8
anchor_hybrid_r0_full,selected_ols_av,bid_type:regular,-1.12,-2.78,0.48,0.46,50
full_ols_av,full_ols_av,pooled,-0.48,-1.6,0.6,0.44,50
full_ols_av,full_ols_av,suit,-0.48,-1.6,0.6,0.44,50
full_ols_av,full_ols_av,bid_type:regular,-0.48,-1.6,0.6,0.44,50
full_ols_av,stricthellraiser,pooled,-1.54,-3.44,0.28,0.46,50
full_ols_av,stricthellraiser,suit,-1.54,-3.44,0.28,0.46,50
full_ols_av,stricthellraiser,bid_type:regular,-1.54,-3.44,0.28,0.46,50
stricthellraiser,full_ols_av,pooled,-1.02,-3.0005,1.0,0.34,50
stricthellraiser,full_ols_av,suit,-1.02,-3.0005,1.0,0.34,50
stricthellraiser,full_ols_av,bid_type:regular,-1.02,-3.0005,1.0,0.34,50
full_ols_av,rankthetank,pooled,9.78,7.76,11.52,0.88,50
full_ols_av,rankthetank,suit,9.78,7.76,11.52,0.88,50
full_ols_av,rankthetank,bid_type:regular,9.78,7.76,11.52,0.88,50
rankthetank,full_ols_av,pooled,-8.86,-11.0605,-6.38,0.16,50
rankthetank,full_ols_av,suit,-8.86,-11.0605,-6.38,0.16,50
rankthetank,full_ols_av,bid_type:regular,-8.86,-11.0605,-6.38,0.16,50
