model,opponent,contract,net_eppd_delta,deals_total,win_rate
rankthetank,full_ols_av,pooled,-11.04,50,0.08
full_ols_av,anchor_hybrid_r0_full,suit,-2.5556,27,0.1481
full_ols_av,anchor_hybrid_r0_full,high,-0.9375,16,0.5
full_ols_av,anchor_hybrid_r0_full,low,-2.1429,7,0.1429
full_ols_av,anchor_hybrid_r0_full,pooled,-1.98,50,0.26
anchor_hybrid_r0_full,full_ols_av,suit,-2.16,25,0.32
anchor_hybrid_r0_full,full_ols_av,high,-1.7778,9,0.2222
anchor_hybrid_r0_full,full_ols_av,low,2.25,16,0.625
anchor_hybrid_r0_full,full_ols_av,pooled,-0.68,50,0.4
stricthellraiser,stricthellraiser,suit,-2.06,50,0.42
stricthellraiser,stricthellraiser,pooled,-2.06,50,0.42
stricthellraiser,rankthetank,suit,-12.12,50,0.1
stricthellraiser,rankthetank,pooled,-12.12,50,0.1
rankthetank,stricthellraiser,suit,10.64,50,0.86
rankthetank,stricthellraiser,pooled,10.64,50,0.86
stricthellraiser,anchor_hybrid_r0_full,suit,-6.28,50,0.2
stricthellraiser,anchor_hybrid_r0_full,pooled,-6.28,50,0.2
anchor_hybrid_r0_full,stricthellraiser,suit,2.9375,48,0.5208
anchor_hybrid_r0_full,stricthellraiser,low,4.0,2,1.0
anchor_hybrid_r0_full,stricthellraiser,pooled,2.98,50,0.54
rankthetank,rankthetank,suit,2.76,50,0.62
rankthetank,rankthetank,pooled,2.76,50,0.62
rankthetank,anchor_hybrid_r0_full,suit,-11.34,50,0.06
rankthetank,anchor_hybrid_r0_full,pooled,-11.34,50,0.06
anchor_hybrid_r0_full,rankthetank,suit,10.46,50,0.9
anchor_hybrid_r0_full,rankthetank,pooled,10.46,50,0.9
anchor_hybrid_r0_full,anchor_hybrid_r0_full,suit,-1.4865,37,0.3243
anchor_hybrid_r0_full,anchor_hybrid_r0_full,high,-3.6,5,0.2
anchor_hybrid_r0_full,anchor_hybrid_r0_full,low,3.3333,3,0.6667
anchor_hybrid_r0_full,anchor_hybrid_r0_full,pooled,-1.26,50,0.3
